20:04:11.113 INFO  manager.ApplicationManager - All tests run in Chrome
20:04:12.941 INFO  manager.ApplicationManager - The link--->https://ilcarro.web.app/search
20:04:12.963 INFO  manager.ListenerWD - Before find element By.xpath: //*[text()=' Logout ']
20:04:22.994 INFO  manager.ListenerWD - Element found success By.xpath: //*[text()=' Logout ']
20:04:22.996 INFO  manager.ListenerWD - Before find element By.xpath: //a[text()=' Log in ']
20:04:23.022 INFO  manager.ListenerWD - Element found success By.xpath: //a[text()=' Log in ']
20:04:23.035 INFO  manager.ListenerWD - start method click [[ChromeDriver: chrome on WINDOWS (d144feb76a2e35e64ba63aa7be6e852e)] -> xpath: //a[text()=' Log in ']]
20:04:23.145 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (d144feb76a2e35e64ba63aa7be6e852e)] -> xpath: //a[text()=' Log in ']]
20:04:23.146 INFO  manager.ListenerWD - Before find element By.xpath: //*[@id='email']
20:04:23.171 INFO  manager.ListenerWD - Element found success By.xpath: //*[@id='email']
20:04:23.172 INFO  manager.ListenerWD - start method click [[ChromeDriver: chrome on WINDOWS (d144feb76a2e35e64ba63aa7be6e852e)] -> xpath: //*[@id='email']]
20:04:23.292 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (d144feb76a2e35e64ba63aa7be6e852e)] -> xpath: //*[@id='email']]
20:04:23.753 INFO  manager.ListenerWD - Before find element By.xpath: //*[@id='password']
20:04:23.775 INFO  manager.ListenerWD - Element found success By.xpath: //*[@id='password']
20:04:23.776 INFO  manager.ListenerWD - start method click [[ChromeDriver: chrome on WINDOWS (d144feb76a2e35e64ba63aa7be6e852e)] -> xpath: //*[@id='password']]
20:04:23.843 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (d144feb76a2e35e64ba63aa7be6e852e)] -> xpath: //*[@id='password']]
20:04:24.090 INFO  manager.ListenerWD - Before find element By.xpath: //*[@type='submit']
20:04:24.119 INFO  manager.ListenerWD - Element found success By.xpath: //*[@type='submit']
20:04:24.121 INFO  manager.ListenerWD - start method click [[ChromeDriver: chrome on WINDOWS (d144feb76a2e35e64ba63aa7be6e852e)] -> xpath: //*[@type='submit']]
20:04:24.209 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (d144feb76a2e35e64ba63aa7be6e852e)] -> xpath: //*[@type='submit']]
20:04:24.210 INFO  manager.ListenerWD - Before find element By.xpath: //button[text()='Ok']
