18:53:36.755 INFO  manager.ApplicationManager - All tests run in Chrome
18:53:38.570 INFO  manager.ApplicationManager - The link--->https://ilcarro.web.app/search
18:53:38.594 INFO  manager.ListenerWD - Before find element By.xpath: //*[text()=' Logout ']
18:53:48.633 INFO  manager.ListenerWD - Element found success By.xpath: //*[text()=' Logout ']
18:53:48.634 INFO  manager.ListenerWD - Before find element By.xpath: //a[text()=' Log in ']
18:53:48.673 INFO  manager.ListenerWD - Element found success By.xpath: //a[text()=' Log in ']
18:53:48.684 INFO  manager.ListenerWD - start method click [[ChromeDriver: chrome on WINDOWS (f2fb51dc2ec543237dfa19ef1243454a)] -> xpath: //a[text()=' Log in ']]
18:53:48.790 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (f2fb51dc2ec543237dfa19ef1243454a)] -> xpath: //a[text()=' Log in ']]
18:53:48.790 INFO  manager.ListenerWD - Before find element By.xpath: //*[@id='email']
18:53:48.827 INFO  manager.ListenerWD - Element found success By.xpath: //*[@id='email']
18:53:48.827 INFO  manager.ListenerWD - start method click [[ChromeDriver: chrome on WINDOWS (f2fb51dc2ec543237dfa19ef1243454a)] -> xpath: //*[@id='email']]
18:53:48.939 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (f2fb51dc2ec543237dfa19ef1243454a)] -> xpath: //*[@id='email']]
18:53:49.289 INFO  manager.ListenerWD - Before find element By.xpath: //*[@id='password']
18:53:49.306 INFO  manager.ListenerWD - Element found success By.xpath: //*[@id='password']
18:53:49.307 INFO  manager.ListenerWD - start method click [[ChromeDriver: chrome on WINDOWS (f2fb51dc2ec543237dfa19ef1243454a)] -> xpath: //*[@id='password']]
18:53:49.389 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (f2fb51dc2ec543237dfa19ef1243454a)] -> xpath: //*[@id='password']]
18:53:49.661 INFO  manager.ListenerWD - Before find element By.xpath: //*[@type='submit']
18:53:49.704 INFO  manager.ListenerWD - Element found success By.xpath: //*[@type='submit']
18:53:49.704 INFO  manager.ListenerWD - start method click [[ChromeDriver: chrome on WINDOWS (f2fb51dc2ec543237dfa19ef1243454a)] -> xpath: //*[@type='submit']]
18:53:49.777 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (f2fb51dc2ec543237dfa19ef1243454a)] -> xpath: //*[@type='submit']]
18:53:49.778 INFO  manager.ListenerWD - Before find element By.xpath: //button[text()='Ok']
18:53:51.381 INFO  manager.ListenerWD - Element found success By.xpath: //button[text()='Ok']
18:53:51.381 INFO  manager.ListenerWD - Before find element By.xpath: //button[text()='Ok']
18:53:51.403 INFO  manager.ListenerWD - Element found success By.xpath: //button[text()='Ok']
18:53:51.404 INFO  manager.ListenerWD - start method click [[ChromeDriver: chrome on WINDOWS (f2fb51dc2ec543237dfa19ef1243454a)] -> xpath: //button[text()='Ok']]
18:53:51.471 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (f2fb51dc2ec543237dfa19ef1243454a)] -> xpath: //button[text()='Ok']]
18:53:51.490 INFO  tests.TestBase - test add new car success started
18:53:51.491 INFO  tests.TestBase - test data: location-'Tel Aviv, Israel', manufacture-'Kia', model-'Sportage', year-'2020', fuel-'Gas',seats-'5', car class-'C', car number-'432-232 +i',price-'50'
18:53:51.995 INFO  manager.ListenerWD - Before find element By.xpath: //a[text()=' Let the car work ']
18:53:52.029 INFO  manager.ListenerWD - Element found success By.xpath: //a[text()=' Let the car work ']
18:53:52.029 INFO  manager.ListenerWD - start method click [[ChromeDriver: chrome on WINDOWS (f2fb51dc2ec543237dfa19ef1243454a)] -> xpath: //a[text()=' Let the car work ']]
18:53:52.121 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (f2fb51dc2ec543237dfa19ef1243454a)] -> xpath: //a[text()=' Let the car work ']]
18:53:52.122 INFO  manager.ListenerWD - Before find element By.id: pickUpPlace
18:53:52.148 INFO  manager.ListenerWD - Element found success By.id: pickUpPlace
18:53:52.149 INFO  manager.ListenerWD - start method click [[ChromeDriver: chrome on WINDOWS (f2fb51dc2ec543237dfa19ef1243454a)] -> id: pickUpPlace]
18:53:52.217 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (f2fb51dc2ec543237dfa19ef1243454a)] -> id: pickUpPlace]
18:53:52.439 INFO  manager.ListenerWD - Before find element By.cssSelector: div.pac-item
18:53:53.222 INFO  manager.ListenerWD - Element found success By.cssSelector: div.pac-item
18:53:53.222 INFO  manager.ListenerWD - start method click [[ChromeDriver: chrome on WINDOWS (f2fb51dc2ec543237dfa19ef1243454a)] -> css selector: div.pac-item]
18:53:53.300 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (f2fb51dc2ec543237dfa19ef1243454a)] -> css selector: div.pac-item]
18:53:53.302 INFO  manager.ListenerWD - Before find element By.id: make
18:53:53.328 INFO  manager.ListenerWD - Element found success By.id: make
18:53:53.329 INFO  manager.ListenerWD - start method click [[ChromeDriver: chrome on WINDOWS (f2fb51dc2ec543237dfa19ef1243454a)] -> id: make]
18:53:53.407 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (f2fb51dc2ec543237dfa19ef1243454a)] -> id: make]
18:53:53.693 INFO  manager.ListenerWD - Before find element By.id: model
18:53:53.719 INFO  manager.ListenerWD - Element found success By.id: model
18:53:53.720 INFO  manager.ListenerWD - start method click [[ChromeDriver: chrome on WINDOWS (f2fb51dc2ec543237dfa19ef1243454a)] -> id: model]
18:53:53.800 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (f2fb51dc2ec543237dfa19ef1243454a)] -> id: model]
18:53:54.107 INFO  manager.ListenerWD - Before find element By.id: year
18:53:54.135 INFO  manager.ListenerWD - Element found success By.id: year
18:53:54.136 INFO  manager.ListenerWD - start method click [[ChromeDriver: chrome on WINDOWS (f2fb51dc2ec543237dfa19ef1243454a)] -> id: year]
18:53:54.252 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (f2fb51dc2ec543237dfa19ef1243454a)] -> id: year]
18:53:54.590 INFO  manager.ListenerWD - Before find element By.id: fuel
18:53:54.625 INFO  manager.ListenerWD - Element found success By.id: fuel
18:53:54.667 INFO  manager.ListenerWD - Before find element By.xpath: .//option[@value = "Gas"]
18:53:54.699 INFO  manager.ListenerWD - Element found success By.xpath: .//option[@value = "Gas"]
18:53:54.712 INFO  manager.ListenerWD - start method click [[[[ChromeDriver: chrome on WINDOWS (f2fb51dc2ec543237dfa19ef1243454a)] -> id: fuel]] -> xpath: .//option[@value = "Gas"]]
18:53:54.740 INFO  manager.ListenerWD - done method click on: [[[[ChromeDriver: chrome on WINDOWS (f2fb51dc2ec543237dfa19ef1243454a)] -> id: fuel]] -> xpath: .//option[@value = "Gas"]]
18:53:54.742 INFO  manager.ListenerWD - Before find element By.id: seats
18:53:54.759 INFO  manager.ListenerWD - Element found success By.id: seats
18:53:54.760 INFO  manager.ListenerWD - start method click [[ChromeDriver: chrome on WINDOWS (f2fb51dc2ec543237dfa19ef1243454a)] -> id: seats]
18:53:54.818 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (f2fb51dc2ec543237dfa19ef1243454a)] -> id: seats]
18:53:55.209 INFO  manager.ListenerWD - Before find element By.id: class
18:53:55.235 INFO  manager.ListenerWD - Element found success By.id: class
18:53:55.236 INFO  manager.ListenerWD - start method click [[ChromeDriver: chrome on WINDOWS (f2fb51dc2ec543237dfa19ef1243454a)] -> id: class]
18:53:55.311 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (f2fb51dc2ec543237dfa19ef1243454a)] -> id: class]
18:53:55.572 INFO  manager.ListenerWD - Before find element By.id: serialNumber
18:53:55.602 INFO  manager.ListenerWD - Element found success By.id: serialNumber
18:53:55.603 INFO  manager.ListenerWD - start method click [[ChromeDriver: chrome on WINDOWS (f2fb51dc2ec543237dfa19ef1243454a)] -> id: serialNumber]
18:53:55.680 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (f2fb51dc2ec543237dfa19ef1243454a)] -> id: serialNumber]
18:53:55.981 INFO  manager.ListenerWD - Before find element By.id: price
18:53:56.012 INFO  manager.ListenerWD - Element found success By.id: price
18:53:56.012 INFO  manager.ListenerWD - start method click [[ChromeDriver: chrome on WINDOWS (f2fb51dc2ec543237dfa19ef1243454a)] -> id: price]
18:53:56.085 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (f2fb51dc2ec543237dfa19ef1243454a)] -> id: price]
18:53:56.463 INFO  manager.ListenerWD - Before find element By.id: about
18:53:56.495 INFO  manager.ListenerWD - Element found success By.id: about
18:53:56.496 INFO  manager.ListenerWD - start method click [[ChromeDriver: chrome on WINDOWS (f2fb51dc2ec543237dfa19ef1243454a)] -> id: about]
18:53:56.587 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (f2fb51dc2ec543237dfa19ef1243454a)] -> id: about]
18:53:56.771 INFO  manager.ListenerWD - Before find element By.id: photos
18:53:56.803 INFO  manager.ListenerWD - Element found success By.id: photos
18:53:56.868 INFO  manager.ListenerWD - Before find element By.xpath: //*[@type='submit']
18:53:56.894 INFO  manager.ListenerWD - Element found success By.xpath: //*[@type='submit']
18:53:56.895 INFO  manager.ListenerWD - start method click [[ChromeDriver: chrome on WINDOWS (f2fb51dc2ec543237dfa19ef1243454a)] -> xpath: //*[@type='submit']]
18:53:56.980 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (f2fb51dc2ec543237dfa19ef1243454a)] -> xpath: //*[@type='submit']]
18:53:56.980 INFO  manager.ListenerWD - Before find element By.cssSelector: .dialog-container>h2
18:53:57.618 INFO  manager.ListenerWD - Element found success By.cssSelector: .dialog-container>h2
18:53:57.643 INFO  manager.ListenerWD - get text from the element with text: Kia Sportage added successful
18:53:57.689 INFO  manager.ListenerWD - got the text successful: Kia Sportage added successful
18:53:57.697 INFO  manager.ListenerWD - Before find element By.cssSelector: .dialog-container>h2
18:53:57.733 INFO  manager.ListenerWD - Element found success By.cssSelector: .dialog-container>h2
18:53:57.750 INFO  manager.ListenerWD - get text from the element with text: Kia Sportage added successful
18:53:57.787 INFO  manager.ListenerWD - got the text successful: Kia Sportage added successful
18:53:57.788 INFO  tests.TestBase - assert check message 'added successful'
18:53:57.797 INFO  manager.ListenerWD - Before find element By.xpath: //button[text()='Search cars']
18:53:57.833 INFO  manager.ListenerWD - Element found success By.xpath: //button[text()='Search cars']
18:53:57.833 INFO  manager.ListenerWD - Before find element By.xpath: //button[text()='Search cars']
18:53:57.866 INFO  manager.ListenerWD - Element found success By.xpath: //button[text()='Search cars']
