20:58:20.600 INFO  manager.ApplicationManager - All tests run in Chrome
20:58:22.352 INFO  manager.ApplicationManager - The link--->https://ilcarro.web.app/search
20:58:22.388 INFO  manager.ListenerWD - Before find element By.cssSelector: a.logo
20:58:22.422 INFO  manager.ListenerWD - Element found success By.cssSelector: a.logo
20:58:22.426 INFO  manager.ListenerWD - start method click [[ChromeDriver: chrome on WINDOWS (8fef457afd89f3154aca3eca599a018e)] -> css selector: a.logo]
20:58:22.926 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (8fef457afd89f3154aca3eca599a018e)] -> css selector: a.logo]
20:58:22.928 INFO  manager.ListenerWD - Before find element By.id: city
20:58:22.945 INFO  manager.ListenerWD - Element found success By.id: city
20:58:23.135 INFO  manager.ListenerWD - Before find element By.id: city
20:58:23.160 INFO  manager.ListenerWD - Element found success By.id: city
20:58:23.160 INFO  manager.ListenerWD - start method click [[ChromeDriver: chrome on WINDOWS (8fef457afd89f3154aca3eca599a018e)] -> id: city]
20:58:23.241 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (8fef457afd89f3154aca3eca599a018e)] -> id: city]
20:58:23.497 INFO  manager.ListenerWD - Before find element By.cssSelector: div.pac-item
20:58:23.793 INFO  manager.ListenerWD - Element found success By.cssSelector: div.pac-item
20:58:23.793 INFO  manager.ListenerWD - start method click [[ChromeDriver: chrome on WINDOWS (8fef457afd89f3154aca3eca599a018e)] -> css selector: div.pac-item]
20:58:23.842 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (8fef457afd89f3154aca3eca599a018e)] -> css selector: div.pac-item]
20:58:23.842 INFO  manager.ListenerWD - Before find element By.id: dates
20:58:23.872 INFO  manager.ListenerWD - Element found success By.id: dates
20:58:23.975 INFO  manager.ListenerWD - Before find element By.id: dates
20:58:23.997 INFO  manager.ListenerWD - Element found success By.id: dates
20:58:23.998 INFO  manager.ListenerWD - start method click [[ChromeDriver: chrome on WINDOWS (8fef457afd89f3154aca3eca599a018e)] -> id: dates]
20:58:24.125 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (8fef457afd89f3154aca3eca599a018e)] -> id: dates]
20:58:24.147 INFO  manager.ListenerWD - Before find element By.cssSelector: button[aria-label='Next month']
20:58:24.185 INFO  manager.ListenerWD - Element found success By.cssSelector: button[aria-label='Next month']
20:58:24.185 INFO  manager.ListenerWD - start method click [[ChromeDriver: chrome on WINDOWS (8fef457afd89f3154aca3eca599a018e)] -> css selector: button[aria-label='Next month']]
20:58:24.301 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (8fef457afd89f3154aca3eca599a018e)] -> css selector: button[aria-label='Next month']]
20:58:24.302 INFO  manager.ListenerWD - Before find element By.cssSelector: button[aria-label='Next month']
20:58:24.344 INFO  manager.ListenerWD - Element found success By.cssSelector: button[aria-label='Next month']
20:58:24.344 INFO  manager.ListenerWD - start method click [[ChromeDriver: chrome on WINDOWS (8fef457afd89f3154aca3eca599a018e)] -> css selector: button[aria-label='Next month']]
20:58:24.432 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (8fef457afd89f3154aca3eca599a018e)] -> css selector: button[aria-label='Next month']]
20:58:24.432 INFO  manager.ListenerWD - Before find element By.cssSelector: button[aria-label='Next month']
20:58:24.452 INFO  manager.ListenerWD - Element found success By.cssSelector: button[aria-label='Next month']
