16:39:06.707 INFO  manager.ApplicationManager - All tests run in Chrome
16:39:08.691 INFO  manager.ApplicationManager - The link--->https://ilcarro.web.app/search
16:39:08.711 INFO  manager.ListenerWD - Before find element By.xpath: //*[text()=' Logout ']
16:39:18.786 INFO  manager.ListenerWD - Element found success By.xpath: //*[text()=' Logout ']
16:39:18.789 INFO  manager.ListenerWD - Before find element By.xpath: //a[text()=' Log in ']
16:39:18.817 INFO  manager.ListenerWD - Element found success By.xpath: //a[text()=' Log in ']
16:39:18.831 INFO  manager.ListenerWD - start method click [[ChromeDriver: chrome on WINDOWS (bc980553cf6cbfd300573b2a66bab75e)] -> xpath: //a[text()=' Log in ']]
16:39:18.950 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (bc980553cf6cbfd300573b2a66bab75e)] -> xpath: //a[text()=' Log in ']]
16:39:18.951 INFO  manager.ListenerWD - Before find element By.xpath: //*[@id='email']
16:39:18.991 INFO  manager.ListenerWD - Element found success By.xpath: //*[@id='email']
16:39:18.992 INFO  manager.ListenerWD - start method click [[ChromeDriver: chrome on WINDOWS (bc980553cf6cbfd300573b2a66bab75e)] -> xpath: //*[@id='email']]
16:39:19.086 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (bc980553cf6cbfd300573b2a66bab75e)] -> xpath: //*[@id='email']]
16:39:19.537 INFO  manager.ListenerWD - Before find element By.xpath: //*[@id='password']
16:39:19.567 INFO  manager.ListenerWD - Element found success By.xpath: //*[@id='password']
16:39:19.567 INFO  manager.ListenerWD - start method click [[ChromeDriver: chrome on WINDOWS (bc980553cf6cbfd300573b2a66bab75e)] -> xpath: //*[@id='password']]
16:39:19.671 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (bc980553cf6cbfd300573b2a66bab75e)] -> xpath: //*[@id='password']]
16:39:20.018 INFO  manager.ListenerWD - Before find element By.xpath: //*[@type='submit']
16:39:20.049 INFO  manager.ListenerWD - Element found success By.xpath: //*[@type='submit']
16:39:20.050 INFO  manager.ListenerWD - start method click [[ChromeDriver: chrome on WINDOWS (bc980553cf6cbfd300573b2a66bab75e)] -> xpath: //*[@type='submit']]
16:39:20.145 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (bc980553cf6cbfd300573b2a66bab75e)] -> xpath: //*[@type='submit']]
16:39:20.145 INFO  manager.ListenerWD - Before find element By.xpath: //button[text()='Ok']
16:39:21.164 INFO  manager.ListenerWD - Element found success By.xpath: //button[text()='Ok']
16:39:21.165 INFO  manager.ListenerWD - Before find element By.xpath: //button[text()='Ok']
16:39:21.199 INFO  manager.ListenerWD - Element found success By.xpath: //button[text()='Ok']
16:39:21.200 INFO  manager.ListenerWD - start method click [[ChromeDriver: chrome on WINDOWS (bc980553cf6cbfd300573b2a66bab75e)] -> xpath: //button[text()='Ok']]
16:39:21.269 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (bc980553cf6cbfd300573b2a66bab75e)] -> xpath: //button[text()='Ok']]
16:39:21.292 INFO  tests.TestBase - test add new car success started
16:39:21.293 INFO  tests.TestBase - test data: location-'Tel Aviv, Israel', manufacture-'Kia', model-'Sportage', year-'2020', fuel-'Gas',seats-'5', car class-'C', car number-'432-232 +i',price-'50'
16:39:21.800 INFO  manager.ListenerWD - Before find element By.xpath: //a[text()=' Let the car work ']
16:39:21.833 INFO  manager.ListenerWD - Element found success By.xpath: //a[text()=' Let the car work ']
16:39:21.833 INFO  manager.ListenerWD - start method click [[ChromeDriver: chrome on WINDOWS (bc980553cf6cbfd300573b2a66bab75e)] -> xpath: //a[text()=' Let the car work ']]
16:39:21.978 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (bc980553cf6cbfd300573b2a66bab75e)] -> xpath: //a[text()=' Let the car work ']]
16:39:21.980 INFO  manager.ListenerWD - Before find element By.id: pickUpPlace
16:39:22.031 INFO  manager.ListenerWD - Element found success By.id: pickUpPlace
